year,event_type,interaction,province,location,source,notes,tags,longitude,latitude
2020,Peaceful protest,Protesters only,Noord-Brabant,Den Bosch,AD,"On 2 March 2020, four Extinction Rebellion activists held a 'die-in' protest in Den Bosch (Noord-Brabant), to demand more attention for climate change.",crowd size=four,5.3064,51.6879
2020,Peaceful protest,Protesters only,Noord-Holland,Haarlem,AD; Noordhollands Dagblad,"On 2 March 2020, a few Extinction Rebellion activists held a 'die-in' protest in Haarlem (Noord-Holland), to demand more attention for climate change.",crowd size=a few,4.6376,52.3869
2020,Peaceful protest,Protesters only,Zuid-Holland,Rotterdam,AD; De Havenloods,"On 2 March 2020, an unknown number of Extinction Rebellion activists held a 'die-in' protest in Rotterdam (Zuid-Holland), to demand more attention for climate change.",crowd size=no report,4.4604,51.9214
2020,Peaceful protest,Protesters only,Utrecht,Baarn,AD; Hart van Nederland,"On 3 March 2020, just under hundred health workers from the Amerpoort care facility staged a protest march in Baarn (Utrecht) supported by the trade union FNV to demand more space in their schedule for their clients.",crowd size=just under hundred,5.2934,52.2114
2020,Peaceful protest,Protesters only,Overijssel,Almelo,AD,"On 4 March 2020, a group of people protested in front of the uranium enrichment plant Urenco in Almelo (Overijssel), against nuclear energy and nuclear weapons.",crowd size=no report,6.6646,52.3567
2020,Peaceful protest,Protesters only,Utrecht,IJsselstein,AD,"On 4 March 2020, about 40 activists of Animal Save Movement protested at a slaughterhouse in IJsselstein (Utrecht), against the meat industry.",crowd size=about 40,5.0465,52.0246
2020,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,AD; Blik Op Nieuws,"On 8 March 2020, thousands of people staged a protest march from the Dam to the Museumplein in Amsterdam (Noord-Holland) to demand gender equality, in the context of the International Women's Day. Among the protesters were members of the action group S.P.E.A.K., which represents Muslim women in the Netherlands.",crowd size=thousands,4.8985,52.371
2020,Peaceful protest,Protesters only,Limburg,Maastricht,De Limburger,"On 8 March 2020, hundreds of people staged a protest march in Maastricht in the context of International Women's Day.",crowd size=hundreds,5.6889,50.8483
2020,Peaceful protest,Protesters only,Gelderland,Dreumel,AD; Omroep Gelderland,"On 8 March 2020, around 100 people staged a protest march in Dreumel (Gelderland) against the dumping of granulite. Among the protesters were several MPs, including one for the PvdD.",crowd size=around 100,5.4295,51.8481
2020,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,De Limburger,"On 8 March 2020, an unknown number of people staged a protest action in Den Haag by placing 289 chairs in front of the Russian embassy against the Russian attitude in the investigations regarding the crash of the MH17 Malaysia Airlines airplane in 2014 in Ukraine, containing predominantly Dutch travellers. The protesters were family members of the deceased.",crowd size=no report,4.3128,52.0795
2020,Peaceful protest,Protesters only,Zuid-Holland,Rotterdam,RTV Rijnmond,"On 14 March 2020, more than 100 merchants staged a protest on the Binnenrotte in Rotterdam against the cancellation of the Saturday market because of the coronavirus measures imposed by the Dutch Government.",crowd size=more than 100,4.4604,51.9214
2020,Peaceful protest,Protesters only,Noord-Holland,Den Burg,Noordhollands Dagblad,"On 20 March 2020, a group of people staged a protest at the city hall in Den Burg, Texel, to lament the fact that there were still tourists on the island despite the coronavirus recommendations. Given the latter, the protesters stayed in their cars, honking their horns to announce their presence.",crowd size=no report,4.7978,53.0556
2020,Protest with intervention,State forces-Protesters,Noord-Holland,Amsterdam,AT 5,"On 27 March 2020, an unknown number of activists from Niet Te Koop staged a protest action by trying to occupy a vacant building to lament the lack of support for homeless people during the coronavirus lockdown. Police forces intervened and arrested one activist.",crowd size=no report,4.8985,52.371
2020,Peaceful protest,Protesters only,Utrecht,Zeist,AD,"On 28 March 2020, a few dozen people protested in Zeist (Utrecht), against the introduction of 5G mobile networks. Due to COVID-19 restrictions, protesters did not group together but stood dispersed alongside a main road, each individual protester at distance from others. The protest was organized by the action groups Burgerinitiatief Zeist tegen 5G, and Last van een Zendmast.",crowd size=a few dozen,5.2302,52.0877
2020,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,Rotterdam Nieuws,"On 31 March 2020, 3 taxi drivers staged a protest on Malieveld in Den Haag, where a large taxi driver protest ought to have taken place that day but was cancelled because of the COVID-19 crisis. They were sent away by the police.",crowd size=3,4.3128,52.0795
2020,Peaceful protest,Protesters only,Noord-Brabant,Tilburg,Omroep Brabant,"On 3 April 2020, a group of people staged a protest action in front of a police station in Tilburg, displaying a banner with cynical critique on the police's speed controls.",crowd size=no report,5.1266,51.5523
2020,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,Westonline,"On 6 April 2020, a tenfold of taxi drivers staged a protest action on the Malieveld in Den Haag to hand over a petition to the State Secretary of Economic Affairs, in the context of growing income insecurity for taxi drivers given the coronavirus measures.",crowd size=a tenfold,4.3128,52.0795
2020,Peaceful protest,Protesters only,Zuid-Holland,Rotterdam,RTV Rijnmond,"On 12 April 2020, a dozen protesters, among whom activists of Amnesty International, staged a protest in front of a detention center at The Hague Airport in Rotterdam against the detention of migrants and the harsh coronavirus measures in detention camps.",crowd size=a tenfold,4.4604,51.9214
2020,Protest with intervention,State forces-Protesters,Flevoland,Lelystad,Trouw,"On 12 April 2020, prisoners staged a protest in the prison of Lelystad against the daily programme and the coronavirus measures. Prison guards intervened when the prisoners started to put tape over the surveillance window. Pepperspray was used to keep the prisoners in check.",crowd size=no report,5.4794,52.5129
2020,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,AD,"On 17 April 2020, a tenfold of activists of Extinction Rebellion staged a protest in front of the Tweede Kamer in Den Haag (Zuid-Holland) to put pressure on the negotiations with KLM and Schiphol that are taking place there, by placing a thousand of shoes on the square.",crowd size=a tenfold,4.3128,52.0795
2020,Peaceful protest,Protesters only,Zuid-Holland,Rotterdam,AD,"On 20 April 2020, an unknown number of restaurant and bar owners protested across Rotterdam (Zuid-Holland), against the distancing rules imposed upon their sector as part of the government's coronavirus restrictions. Protesters simultaneously stood outside their own businesses in order to avoid a large gathering of people.",crowd size=no report,4.4604,51.9214
2020,Peaceful protest,Protesters only,Overijssel,Zwolle,AD,"On 20 April 2020, an unknown number of restaurant and bar owners protested across Zwolle (Overijssel), against the distancing rules imposed upon their sector as part of the government's coronavirus restrictions. Protesters simultaneously stood outside their own businesses in order to avoid a large gathering of people.",crowd size=no report,6.0974,52.5062
2020,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,Den Haag FM,"On 25 April 2020, a small group of people staged a protest in front of the Indonesian embassy in Den Haag to raise awareness for the Republic of Zuid Molukken, which after 70 years of independence declaration is still not in effect.",crowd size=no report,4.3128,52.0795
2020,Protest with intervention,State forces-Protesters,Zuid-Holland,Den Haag,De Telegraaf; Westonline,"On 28 April 2020, between 100 and 200 people staged a protest in front of the Binnenhof in Den Haag against the coronavirus lockdown measures, 5G transmission towers and the deteriorating economy. Although the protest ended by itself after a short time, some protesters had to be dispersed by police forces.",crowd size=between 100 and 200,4.3128,52.0795
2020,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,De Telegraaf,"On 29 April 2020, around 200 people of Moluccan descent staged a protest in Amsterdam to raise awareness about the situation of the Maluku Islands, whose part of the population has been advocating for independence from Indonesia.",crowd size=around 200,4.8985,52.371
2020,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,AD,"On 1 May 2020, a group of youth squatted a building in Den Haag (Zuid-Holland), to protest against the lack of affordable housing in the city.",crowd size=no report,4.3128,52.0795
2020,Peaceful protest,Protesters only,Zuid-Holland,Rotterdam,RTV Rijnmond,"On 2 May 2020, several dozen people of Moluccan descent staged a protest action in Rotterdam to raise awareness about the situation of the Maluku Islands, whose part of the population has been advocating for independence from Indonesia, by performing a protest flash mob.",crowd size=several dozen,4.4604,51.9214
2020,Peaceful protest,Protesters only,Zuid-Holland,Krimpen aan den Ijssel,RTV Rijnmond,"On 2 May 2020, an unknown number of people of Moluccan descent staged a protest action in Krimpen Aan Den IJssel to raise awareness about the situation of the Maluku Islands, whose part of the population has been advocating for independence from Indonesia, by performing a flash mob.",crowd size=no report,4.5901,51.9147
2020,Peaceful protest,Protesters only,Noord-Brabant,Vught,RTV Rijnmond,"On 2 May 2020, several dozen people of Moluccan descent staged a protest action in Vught to raise awareness about the situation of the Maluku Islands, whose part of the population has been advocating for independence from Indonesia, by performing a flash mob.",crowd size=several dozen,5.2875,51.657
2020,Peaceful protest,Protesters only,Gelderland,Elst,Omroep Gelderland,"On 3 May 2020, dozens of people of Moluccan descent staged a protest in Elst to raise awareness about the repression against Moluccan activists by Indonesia, in the context of the 70th birthday of the unrecognized independence of the Republic of South Moluccas from Indonesia.",crowd size=dozens,5.8475,51.9176
2020,Peaceful protest,Protesters only,Limburg,Gennep,AD,"On 4 May 2020, more than 40 people of the Moluccan community held a demonstration in Gennep (Limburg), against the repression of Moluccan activists in Indonesia.",crowd size=more than 40,5.9721,51.6958
2020,Peaceful protest,Protesters only,Utrecht,Utrecht,RTV Utrecht,"On 5 May 2020, around 100 people staged a protest car procession in Utrecht against the coronavirus lockdown measures, 5G, vaccinations and the NOS news agency.",crowd size=around 100,5.1128,52.0871
